32.78,6.60,-1.12,7.58,118.54,-50.53,-80.18,-84.51,23.29,-5.02,-82.62,-16.39,-55.10,6.52,26.58,45.10,-136.06,19.26,-23.00,74.18,-35.94,26.05,111.96,8.63,-30.58,-23.08,-19.43,-1.81,29.78,-141.93,110.44,92.72,12.34,-59.86,147.05,-59.61,-10.17,109.83,-28.46,31.96,-28.33,54.46,-108.72,42.74,-53.85,-30.67,36.26,16.69,44.56,-53.77,-5.95,-108.32,115.31,-62.82,28.71,-11.89,56.49,61.43,-64.80,13.71,76.76,24.10,2.70,-8.09,83.41,-22.65,-17.57,8.90,-94.11,79.94,42.43,33.01,-55.96,3.64,-19.00,9.37,54.41,2.69,-50.00,-37.62,-110.37,-105.72,57.14,-53.91,-26.92,55.04,-2.48,63.69,-32.03,3.61,38.06,-140.55,-27.55,6.86,15.67,214.01,31.49,9.74,-11.10,108.16,62.14,-76.46,241.30,-87.61,233.29,-112.38,-480.41,182.59,-148.44,-13.99,-648.96,-813.76,-349.23,-519.95,15.27,129.89,-248.61,767.12,264.20,-435.42,-165.89,-399.89,454.37,-177.84,-292.38,61.86,-114.24,-81.29,167.60,-499.71,13.61,-75.15,278.74,975.57,8.47,281.22,-571.62,240.91,-236.39,-498.98,-685.47,-363.86,-172.54,-204.54,53.77,330.53,-668.42,-19.10,-49.14,311.01,-62.66,205.39,-516.44,-515.34,893.26,-523.44,-181.29,87.74,-159.05,-927.39,-853.17,306.48,94.66,-808.13,-171.76,-424.09,-209.68,276.93,710.60,-322.81,1415.11,-301.12,461.83,604.99,-99.20,-46.85,1075.50,289.27,-950.24,388.62,-174.61,-1089.17,70.30,-1232.25,-628.48,873.70,1813.17,762.91,-320.17,894.83,1846.44,-871.90,2640.76,-1916.01,-106.08,-1142.36,5197.92,-1086.07,3773.14,-6738.55
5.57,34.38,33.66,-41.60,41.32,32.05,20.04,37.61,-25.18,-3.17,-29.91,21.73,41.91,16.66,82.69,-55.10,-68.81,3.31,27.76,-91.80,43.22,-30.93,-28.45,-30.59,-3.72,-66.86,28.51,-62.12,-24.72,-4.55,-0.25,-9.84,30.82,12.26,-24.41,66.99,16.07,123.55,22.21,32.57,-9.35,-13.62,-8.34,-9.39,23.97,24.76,-17.00,85.00,54.37,8.91,64.67,-90.63,-17.17,49.27,-89.82,36.10,6.14,-36.56,-91.34,5.66,37.82,68.85,2.56,-23.10,20.80,38.18,-30.99,-36.42,9.14,-7.40,-55.32,33.18,12.45,-9.65,-61.67,13.12,-52.19,-54.53,42.49,7.44,26.42,12.74,21.18,11.77,-55.49,4.82,75.30,112.51,-46.80,32.21,-38.22,-14.90,15.46,-4.94,-29.21,-1.96,-40.63,43.23,-60.37,-18.12,24.60,-28.39,220.09,129.85,-68.30,-223.20,-14.74,46.28,-97.05,-54.11,-88.50,-43.46,386.28,218.70,322.73,129.38,213.51,19.09,312.52,-302.11,81.18,25.02,-227.23,43.69,-494.35,-12.70,121.47,111.66,71.54,356.57,-161.62,13.99,103.78,565.14,-445.32,30.83,109.73,-171.99,8.97,355.04,-741.68,-189.60,-622.77,-182.95,223.41,211.79,-273.18,-320.79,-190.68,262.15,373.96,-281.50,96.55,-146.24,204.88,298.17,-350.99,-704.17,-468.17,-202.22,112.91,259.18,68.53,-194.49,-37.48,-611.29,457.98,-139.75,230.34,-968.24,582.68,-147.01,-31.22,347.36,519.86,289.06,665.49,610.18,-218.29,707.57,326.39,-474.26,766.59,-1246.93,203.68,504.93,-80.31,434.61,-480.48,814.64,1915.25,835.47,1396.40,-1491.32,-859.66,-487.84,3462.08,-2153.45,4426.21,-3777.55
-5.46,-7.18,-2.24,-60.99,-41.17,-15.61,-25.70,40.03,42.16,-23.29,-5.33,-24.90,-21.65,17.37,24.35,26.71,54.71,68.09,-54.92,-19.31,-27.47,58.61,32.10,-60.79,-13.97,-63.95,72.29,19.16,-31.16,77.84,-33.51,-15.46,-17.46,-28.68,-20.59,-98.32,30.43,101.53,80.75,62.15,11.49,-38.87,-5.37,10.43,-18.35,-15.17,-69.93,71.81,8.07,70.22,50.46,-14.46,-18.51,53.18,-63.08,66.03,-56.06,7.70,48.05,-43.49,-12.72,62.74,47.18,-75.73,35.55,-21.15,73.27,31.64,120.11,-11.49,37.11,43.01,10.87,-22.67,-1.22,-7.54,69.25,26.24,83.59,8.59,14.44,-96.86,-9.47,-9.93,-73.77,8.85,60.72,-58.48,5.35,7.93,4.49,-29.09,30.40,-25.80,-69.79,19.23,-47.71,38.12,-21.16,38.23,36.27,-48.01,136.26,151.05,259.41,-155.02,-185.07,11.93,28.10,71.52,-86.38,-3.27,197.78,-200.87,186.18,131.61,297.69,-145.53,476.22,-15.30,250.89,-133.26,-421.12,-55.21,-195.24,351.90,67.69,-164.54,-307.28,128.63,-10.99,591.22,-38.45,326.97,-39.67,33.40,-115.04,-88.07,-376.87,-389.83,-98.67,-587.63,-39.13,408.80,-341.75,106.89,-4.52,-251.83,-102.00,-305.55,-103.21,-269.37,-130.63,-101.95,7.73,-229.58,-337.21,-169.61,-331.50,-657.48,-351.51,25.06,882.65,179.48,64.48,-716.39,-169.59,88.06,178.32,-836.63,251.68,247.68,414.31,830.06,216.75,43.53,565.50,223.25,-245.51,580.97,499.63,-865.80,829.18,-1305.91,281.24,707.16,470.40,-253.07,-872.31,973.29,1829.33,942.68,1348.90,-972.65,-903.20,-448.24,2820.52,-1862.36,4710.14,-3716.29
60.58,-8.11,39.18,51.65,62.52,-47.51,21.35,31.51,-46.19,-50.66,9.80,52.06,-16.14,10.86,-37.32,108.17,-24.42,67.16,-22.41,-7.98,35.80,-68.45,59.02,-10.32,-5.35,-40.91,87.12,44.44,55.06,13.40,-112.81,-1.78,-16.86,-27.50,-16.33,-62.78,54.18,20.18,-24.80,8.25,-4.37,-60.09,-40.54,66.38,10.61,37.33,-22.11,114.12,154.80,-73.51,51.10,-0.04,-36.77,84.26,-60.92,25.33,-54.07,-85.90,-83.40,37.55,16.29,-65.28,-13.63,-27.56,2.85,23.62,6.25,-43.07,30.85,-57.34,-43.88,38.15,-58.93,-108.80,77.39,81.02,-32.13,70.37,78.89,-49.29,-50.85,-6.33,27.50,45.05,-53.25,-51.27,81.66,6.66,-90.89,-46.46,-21.94,-5.82,-41.74,7.31,-48.02,42.75,-7.18,-7.08,-11.92,46.60,-19.77,213.05,253.64,195.90,205.78,-446.87,38.15,-108.03,178.75,-199.47,231.65,51.84,295.93,90.80,127.19,133.72,538.66,27.94,48.82,-108.54,344.64,-111.15,-112.92,282.27,-232.98,425.45,-193.50,52.52,-260.16,-0.29,-301.81,151.59,-122.49,-133.17,-411.38,-478.13,76.28,406.88,-345.53,370.02,47.69,65.04,12.88,109.43,197.65,742.75,-340.80,-54.75,-81.08,366.26,-149.34,593.82,-76.29,392.41,-5.47,-497.57,-600.05,25.01,-173.06,223.08,527.46,159.00,-271.21,135.61,48.87,191.40,-109.73,-56.81,1109.49,-489.08,113.53,-81.75,-426.19,191.69,246.49,268.61,368.51,523.21,171.50,512.39,655.02,-557.56,471.12,-1667.14,8.16,581.84,589.95,-12.01,-878.60,928.04,1952.42,1289.92,1381.20,-2000.60,-408.76,-412.15,3334.15,-2092.29,3944.24,-4013.98
63.44,13.23,29.71,4.19,-6.32,69.67,-71.47,-22.63,11.65,-115.10,-51.45,-25.36,-47.75,-41.20,-143.65,35.72,-92.24,8.22,-42.71,109.13,-73.30,38.53,10.88,99.98,88.74,7.63,-81.88,100.35,26.29,88.85,-10.54,141.09,-11.12,-6.62,25.41,35.51,-45.34,-100.25,6.57,-12.15,160.12,-56.09,-152.85,-53.34,-37.98,-87.88,-25.66,-8.63,109.96,-138.95,22.59,-48.58,11.90,76.75,-116.46,-122.54,-86.28,-63.08,-123.42,-145.65,49.50,74.97,-24.28,-164.05,25.58,-30.61,2.19,-76.90,-33.80,-22.27,-13.67,-10.96,-98.45,8.23,-66.56,138.06,69.27,60.28,15.41,97.32,-8.04,-4.75,31.01,-77.79,8.37,-25.10,-42.58,36.43,67.12,29.78,-59.58,-22.66,-57.85,-77.33,-45.26,175.52,-89.29,-2.02,-65.81,60.93,99.03,-205.26,40.00,-197.35,112.33,-174.15,-314.52,287.38,-173.63,-210.34,830.40,944.35,13.65,340.78,-97.39,-67.79,125.22,753.20,74.77,-367.04,-268.92,-292.40,56.88,-64.42,-206.13,239.28,440.99,-605.63,72.59,-406.07,113.76,266.15,338.31,517.48,-36.69,-50.25,-445.35,-287.17,347.69,-451.05,-605.99,-259.42,-321.82,-117.78,-516.76,398.72,-612.53,-92.03,-195.06,242.75,-301.81,-259.06,-414.99,-558.62,586.02,-19.81,-352.38,-41.41,-167.30,-291.54,-997.33,-102.02,9.25,-303.67,-216.78,-1051.80,14.74,-100.51,165.07,-394.37,722.69,-506.58,315.56,724.55,211.27,490.21,871.82,-491.73,-914.30,224.49,-302.18,-769.40,299.32,-1230.73,-421.01,1179.80,1638.23,654.84,-445.79,1301.41,2216.21,-844.03,2843.65,-1497.57,-88.57,-1118.70,4832.53,-1159.97,3607.66,-6033.88
17.14,33.45,-44.10,-55.76,2.33,24.54,47.85,88.35,27.83,-7.54,-23.84,13.43,-18.04,63.55,8.91,-43.36,-36.81,11.06,34.12,-29.81,52.16,40.55,-3.23,-46.59,-94.72,-24.96,17.76,22.17,43.64,-22.34,-19.42,41.72,16.02,0.24,-51.41,9.95,-26.50,89.53,-31.75,21.32,-6.96,14.78,-49.94,-36.71,-9.97,16.12,30.90,-49.30,0.91,-15.53,-45.36,-19.10,-8.03,66.65,-66.35,46.86,-50.69,24.06,-46.48,51.85,-35.09,92.34,56.39,-38.33,-8.47,-18.63,31.50,12.16,21.11,12.55,-23.15,-9.12,-21.57,-64.18,60.83,-64.89,12.81,40.03,16.26,20.09,-12.41,30.93,10.51,-7.11,-12.85,142.20,2.19,-91.57,17.25,10.35,-103.00,0.46,-29.03,20.56,31.59,46.34,-36.40,24.82,-54.51,104.76,19.44,-148.05,323.35,241.69,230.95,-547.94,288.28,31.77,-78.17,107.29,354.24,-475.31,612.36,120.00,807.89,-195.99,537.45,540.27,-100.80,-505.77,-58.83,144.99,-146.12,-51.86,-407.68,-185.62,-85.18,281.64,-102.75,77.04,-156.30,14.68,-206.45,453.89,-521.97,-350.40,-56.41,336.22,61.25,-425.77,-342.08,-129.04,-469.48,266.36,-126.40,604.46,337.05,-407.45,-201.91,-38.88,41.54,-148.34,-486.04,459.47,-176.91,-561.15,91.90,-854.40,-491.79,-632.51,5.38,329.29,-0.51,-187.13,280.77,-296.07,213.78,492.17,-29.72,-513.40,592.82,-264.26,-24.40,-50.94,276.97,565.01,176.13,427.69,-1266.47,1726.78,19.44,-1598.46,-910.78,-1465.93,-278.69,320.27,-263.05,-1495.37,48.21,1732.29,1990.05,1791.00,681.49,1402.10,2190.57,779.12,4149.84,-1149.62,7916.11,-14715.43
-3.62,7.98,-86.18,-77.04,-7.57,-111.08,28.64,-0.07,3.31,-40.62,-84.11,-32.18,-5.61,-62.07,89.58,-8.31,30.66,72.65,63.48,-10.09,44.02,25.87,16.74,46.93,3.57,-24.15,-12.57,35.48,56.81,-29.68,-24.56,-7.17,87.31,11.77,77.62,-57.04,-43.44,78.44,-65.54,54.55,44.29,28.00,-98.40,19.21,-35.01,5.22,-42.10,37.90,33.14,34.14,-26.82,18.25,53.71,16.64,-47.57,58.87,-60.59,8.45,-2.76,23.62,-4.64,43.80,107.14,18.77,-3.83,23.08,19.39,-52.87,10.59,15.31,48.98,43.46,-3.74,-26.93,21.21,-19.01,63.23,58.59,54.80,52.41,29.25,95.14,-20.01,54.38,-69.76,51.07,62.50,-116.65,45.00,16.28,-61.23,41.30,-18.46,16.76,-22.83,88.69,5.02,13.87,-15.50,110.69,-40.04,-198.55,333.68,67.77,157.07,-160.16,221.11,-75.95,207.28,213.50,78.27,105.61,414.53,-13.00,625.01,-85.93,403.33,144.66,-241.80,43.35,267.69,764.46,4.92,120.38,-634.12,-149.44,11.70,-465.89,104.43,-606.73,-22.41,-64.50,-135.22,310.70,-466.45,-31.38,374.35,-162.67,-254.86,-108.57,-405.85,-97.94,128.77,264.80,475.00,281.40,-405.41,-161.28,26.49,206.63,303.94,85.93,3.91,327.33,-99.98,125.24,63.92,-784.07,-66.82,-652.57,-156.26,85.48,474.29,-241.33,422.83,-913.53,-892.04,-4.04,551.64,58.16,810.01,262.66,-261.95,-166.77,374.90,828.29,766.69,477.66,-440.04,176.75,662.25,-1691.35,-1449.78,-1653.11,-650.72,870.76,-794.96,-1763.39,685.19,1211.36,1593.48,1215.81,537.69,676.44,1929.26,1069.20,3751.63,-1284.81,7531.15,-14780.66
28.98,-27.67,-51.55,-63.25,-11.07,-12.46,-9.00,116.84,2.13,-48.17,-11.76,-2.96,-2.67,55.84,41.77,17.66,13.64,-1.80,-13.48,-10.39,-34.41,55.93,-32.82,17.63,-125.61,-25.40,-30.58,52.75,-49.64,-34.09,-0.91,17.41,59.20,18.37,32.78,-98.55,9.49,25.62,-56.04,41.65,15.13,71.46,-98.20,26.69,-32.74,5.10,31.12,4.66,0.76,-15.49,-2.46,-27.73,44.05,27.96,-71.90,-22.45,35.27,-45.08,-0.98,79.81,10.88,72.77,41.69,-51.24,-20.39,-21.21,12.93,20.91,25.50,-36.86,-44.65,23.78,-36.28,-48.02,45.76,-10.16,19.34,68.30,7.83,-7.67,84.02,20.28,-7.25,56.41,-46.49,24.12,29.96,-38.19,32.85,27.15,-97.17,-47.72,-5.42,20.47,-0.30,57.35,-74.72,32.17,-47.09,62.85,2.21,-98.94,185.44,172.38,-30.93,-75.03,78.35,-26.91,-53.90,71.15,325.09,-8.50,307.59,177.68,329.93,282.73,533.46,119.85,-80.37,-74.28,-244.09,283.73,-92.00,151.70,-617.54,-208.56,242.53,-208.50,-134.84,-416.67,-230.02,3.79,5.58,449.60,-577.97,-160.25,-65.16,128.77,-225.35,-379.70,-338.95,-87.72,-172.30,317.56,133.61,396.78,-290.94,-432.03,164.02,246.88,-201.23,271.44,-163.70,13.12,87.81,-22.60,126.27,-543.74,-67.22,-741.13,164.70,384.25,112.23,-147.25,477.33,-989.02,-342.93,499.63,348.22,10.36,794.65,-151.40,31.73,-126.43,540.28,928.23,752.21,1020.85,-1102.62,593.64,743.04,-1487.28,-1460.14,-1748.73,-589.29,495.79,-738.43,-1178.85,549.74,1573.35,1545.55,1337.81,567.70,964.05,2591.17,968.34,3907.06,-1043.72,6424.77,-14922.49
49.08,12.01,-26.62,-147.62,17.56,-73.89,13.85,44.41,125.52,-13.65,-84.71,3.29,94.00,-60.02,52.60,-44.36,85.19,-33.09,-51.74,-43.19,8.35,-28.47,38.16,40.65,8.09,-43.16,-35.99,139.32,19.37,-22.98,-28.04,4.89,82.04,-9.49,30.06,-44.96,-41.34,84.80,-23.00,-1.54,28.93,-21.79,-118.26,-58.94,-3.35,-3.34,-48.63,-20.97,-6.94,-17.21,19.31,23.81,52.34,3.60,7.79,25.40,45.89,-20.45,-41.54,-1.29,1.06,89.53,36.94,57.07,-71.05,150.32,-8.12,-13.45,12.88,-9.03,32.74,-15.42,-3.37,-19.35,-27.99,-43.08,16.41,98.90,65.39,29.86,1.30,90.97,7.20,-41.65,5.79,79.84,-24.12,-63.09,41.10,-32.81,-79.38,52.46,-8.38,34.86,16.08,70.77,-55.55,23.49,1.20,63.18,12.44,-322.21,362.81,4.40,-137.72,377.38,61.30,57.36,39.13,172.82,296.59,173.77,236.33,-137.40,465.46,-43.15,256.76,136.06,-221.74,69.26,-13.01,466.53,-114.19,107.62,-402.89,-16.88,-82.15,-195.14,-77.24,-308.08,88.68,-397.70,-332.50,346.57,-358.86,-162.23,303.94,-50.54,131.09,89.93,-241.91,54.85,110.25,273.35,469.24,251.67,-203.95,-23.78,117.35,152.84,374.93,128.15,-237.23,283.81,82.63,-4.89,422.83,-759.75,30.04,-674.77,-261.64,265.51,444.62,-51.02,438.89,-792.42,-947.09,377.19,258.73,89.86,684.94,291.46,-145.32,-407.41,340.19,1324.51,757.73,560.19,-591.26,182.62,440.89,-1761.55,-1445.07,-1359.47,-660.10,1003.55,-1058.48,-1901.35,765.61,1497.87,1639.41,818.69,652.07,864.99,1394.72,1072.06,3414.88,-1622.77,7519.15,-14733.23
50.49,5.28,1.83,-93.61,-72.09,-136.41,-77.03,122.74,121.60,13.84,-11.47,-56.70,44.01,-34.41,39.61,42.89,138.51,-18.00,15.65,3.89,-22.21,24.12,-32.43,-16.67,-75.44,12.49,-45.81,57.27,-49.53,78.77,26.87,13.98,82.91,-0.31,78.63,-19.90,22.12,47.92,46.71,-27.32,3.81,-73.95,-196.20,-76.23,-31.45,-42.92,31.36,-13.49,41.38,64.61,12.63,14.87,39.08,116.83,45.49,51.94,50.57,10.56,26.29,-100.38,19.09,46.60,6.27,29.24,-16.61,19.12,68.54,26.83,27.35,-77.33,-16.38,89.96,18.13,31.77,17.79,42.51,32.01,61.16,73.69,113.42,29.70,37.49,5.00,26.19,6.36,15.16,8.59,-43.31,15.55,-25.59,-99.74,-20.40,-13.96,25.36,36.37,74.83,-15.93,12.37,-6.22,110.63,24.19,-265.60,301.14,142.37,-47.47,199.49,238.34,-35.00,-16.80,388.62,342.43,267.19,234.62,-78.43,425.50,143.12,501.96,-241.22,6.68,73.13,-103.85,-230.91,83.20,-209.92,-154.20,-30.35,-13.77,-111.02,-197.05,-184.44,309.85,-313.38,-314.64,221.93,-354.44,-172.45,191.49,-32.28,27.82,44.61,-383.06,30.44,-47.65,13.23,289.23,57.35,-558.33,246.04,-8.76,-66.19,428.93,220.88,-471.19,12.11,239.78,-1.07,59.68,-779.06,315.81,-489.14,-507.18,156.75,87.33,22.37,454.75,-872.01,-751.76,211.62,16.48,10.18,80.35,73.04,-110.46,-439.44,501.65,1369.01,782.30,522.95,-80.57,132.03,325.85,-1383.68,-1435.02,-1292.44,-403.73,1525.62,-1223.11,-1673.61,824.78,1647.09,1526.07,519.90,868.04,792.20,1181.36,1418.63,3352.54,-2047.67,7366.49,-14038.04
